id	ibge	localidade	valor	label
681	681	Região Metropolitana de São Paulo	863472	Matrícula Inicial no Ensino Médio: 863.472
682	682	Região Administrativa de Registro	12869	Matrícula Inicial no Ensino Médio: 12.869
683	683	Região Administrativa de Santos	66405	Matrícula Inicial no Ensino Médio: 66.405
684	684	Região Administrativa de São José dos Campos	99011	Matrícula Inicial no Ensino Médio: 99.011
685	685	Região Administrativa de Sorocaba	120800	Matrícula Inicial no Ensino Médio: 120.800
686	686	Região Administrativa de Campinas	255838	Matrícula Inicial no Ensino Médio: 255.838
687	687	Região Administrativa de Ribeirão Preto	49592	Matrícula Inicial no Ensino Médio: 49.592
688	688	Região Administrativa de Bauru	41801	Matrícula Inicial no Ensino Médio: 41.801
689	689	Região Administrativa de São José do Rio Preto	56807	Matrícula Inicial no Ensino Médio: 56.807
690	690	Região Administrativa de Araçatuba	30003	Matrícula Inicial no Ensino Médio: 30.003
691	691	Região Administrativa de Presidente Prudente	36448	Matrícula Inicial no Ensino Médio: 36.448
692	692	Região Administrativa de Marília	39168	Matrícula Inicial no Ensino Médio: 39.168
693	693	Região Administrativa Central	37840	Matrícula Inicial no Ensino Médio: 37.840
694	694	Região Administrativa de Barretos	17926	Matrícula Inicial no Ensino Médio: 17.926
695	695	Região Administrativa de Franca	29364	Matrícula Inicial no Ensino Médio: 29.364
