id	ibge	localidade	valor	label
681	681	Região Metropolitana de São Paulo	839398	Matrícula Inicial no Ensino Médio: 839.398
682	682	Região Administrativa de Registro	12706	Matrícula Inicial no Ensino Médio: 12.706
683	683	Região Administrativa de Santos	65893	Matrícula Inicial no Ensino Médio: 65.893
684	684	Região Administrativa de São José dos Campos	95158	Matrícula Inicial no Ensino Médio: 95.158
685	685	Região Administrativa de Sorocaba	117838	Matrícula Inicial no Ensino Médio: 117.838
686	686	Região Administrativa de Campinas	253083	Matrícula Inicial no Ensino Médio: 253.083
687	687	Região Administrativa de Ribeirão Preto	48803	Matrícula Inicial no Ensino Médio: 48.803
688	688	Região Administrativa de Bauru	41975	Matrícula Inicial no Ensino Médio: 41.975
689	689	Região Administrativa de São José do Rio Preto	58663	Matrícula Inicial no Ensino Médio: 58.663
690	690	Região Administrativa de Araçatuba	29474	Matrícula Inicial no Ensino Médio: 29.474
691	691	Região Administrativa de Presidente Prudente	35878	Matrícula Inicial no Ensino Médio: 35.878
692	692	Região Administrativa de Marília	38953	Matrícula Inicial no Ensino Médio: 38.953
693	693	Região Administrativa Central	38274	Matrícula Inicial no Ensino Médio: 38.274
694	694	Região Administrativa de Barretos	17566	Matrícula Inicial no Ensino Médio: 17.566
695	695	Região Administrativa de Franca	29830	Matrícula Inicial no Ensino Médio: 29.830
