id	ibge	localidade	valor	label
1	3500105	Adamantina	717	População de 4 e 5 anos: 717
2	3500204	Adolfo	69	População de 4 e 5 anos: 69
3	3500303	Aguaí	951	População de 4 e 5 anos: 951
4	3500402	Águas da Prata	151	População de 4 e 5 anos: 151
5	3500501	Águas de Lindóia	497	População de 4 e 5 anos: 497
6	3500600	Águas de São Pedro	62	População de 4 e 5 anos: 62
7	3500709	Agudos	948	População de 4 e 5 anos: 948
8	3500808	Alfredo Marcondes	73	População de 4 e 5 anos: 73
9	3500907	Altair	99	População de 4 e 5 anos: 99
10	3501004	Altinópolis	359	População de 4 e 5 anos: 359
11	3501103	Alto Alegre	78	População de 4 e 5 anos: 78
12	3501202	Álvares Florence	54	População de 4 e 5 anos: 54
13	3501301	Álvares Machado	526	População de 4 e 5 anos: 526
14	3501400	Álvaro de Carvalho	115	População de 4 e 5 anos: 115
15	3501509	Alvinlândia	96	População de 4 e 5 anos: 96
16	3501608	Americana	5201	População de 4 e 5 anos: 5.201
17	3501707	Américo Brasiliense	1138	População de 4 e 5 anos: 1.138
18	3501806	Américo de Campos	114	População de 4 e 5 anos: 114
19	3501905	Amparo	1522	População de 4 e 5 anos: 1.522
20	3502002	Analândia	116	População de 4 e 5 anos: 116
610	3540259	Pontalinda	114	População de 4 e 5 anos: 114
611	3540754	Potim	473	População de 4 e 5 anos: 473
612	3543253	Ribeirão Grande	205	População de 4 e 5 anos: 205
613	3544251	Rosana	452	População de 4 e 5 anos: 452
614	3545159	Saltinho	147	População de 4 e 5 anos: 147
615	3549250	São João de Iracema	41	População de 4 e 5 anos: 41
616	3549953	São Lourenço da Serra	409	População de 4 e 5 anos: 409
617	3548054	Santo Antonio do Aracanguá	183	População de 4 e 5 anos: 183
618	3552551	Suzanápolis	103	População de 4 e 5 anos: 103
619	3553856	Taquarivaí	169	População de 4 e 5 anos: 169
620	3553955	Tarumã	410	População de 4 e 5 anos: 410
621	3554656	Torre de Pedra	49	População de 4 e 5 anos: 49
622	3554953	Tuiuti	136	População de 4 e 5 anos: 136
623	3555356	Ubarana	158	População de 4 e 5 anos: 158
624	3556354	Vargem	203	População de 4 e 5 anos: 203
625	3557154	Zacarias	54	População de 4 e 5 anos: 54
626	3503356	Arco Íris	39	População de 4 e 5 anos: 39
627	3507753	Brejo Alegre	58	População de 4 e 5 anos: 58
628	3509957	Canas	151	População de 4 e 5 anos: 151
629	3540853	Pracinha	42	População de 4 e 5 anos: 42
630	3541059	Pratânia	135	População de 4 e 5 anos: 135
631	3541653	Quadra	81	População de 4 e 5 anos: 81
632	3546256	Santa Cruz da Esperança	54	População de 4 e 5 anos: 54
633	3547650	Santa Salete	24	População de 4 e 5 anos: 24
634	3556958	Vitória Brasil	36	População de 4 e 5 anos: 36
635	3521150	Ipiguá	111	População de 4 e 5 anos: 111
