id	ibge	localidade	valor	label
1	3500105	Adamantina	2431	População de 6 a 10 Ano: 2.431
2	3500204	Adolfo	296	População de 6 a 10 Ano: 296
3	3500303	Aguaí	2557	População de 6 a 10 Ano: 2.557
4	3500402	Águas da Prata	552	População de 6 a 10 Ano: 552
5	3500501	Águas de Lindóia	1293	População de 6 a 10 Ano: 1.293
6	3500600	Águas de São Pedro	135	População de 6 a 10 Ano: 135
7	3500709	Agudos	3009	População de 6 a 10 Ano: 3.009
8	3500808	Alfredo Marcondes	274	População de 6 a 10 Ano: 274
9	3500907	Altair	318	População de 6 a 10 Ano: 318
10	3501004	Altinópolis	1297	População de 6 a 10 Ano: 1.297
11	3501103	Alto Alegre	305	População de 6 a 10 Ano: 305
12	3501202	Álvares Florence	279	População de 6 a 10 Ano: 279
13	3501301	Álvares Machado	2059	População de 6 a 10 Ano: 2.059
14	3501400	Álvaro de Carvalho	303	População de 6 a 10 Ano: 303
15	3501509	Alvinlândia	249	População de 6 a 10 Ano: 249
16	3501608	Americana	14117	População de 6 a 10 Ano: 14.117
17	3501707	Américo Brasiliense	2746	População de 6 a 10 Ano: 2.746
18	3501806	Américo de Campos	414	População de 6 a 10 Ano: 414
19	3501905	Amparo	4775	População de 6 a 10 Ano: 4.775
20	3502002	Analândia	338	População de 6 a 10 Ano: 338
21	3502101	Andradina	4225	População de 6 a 10 Ano: 4.225
22	3502200	Angatuba	1856	População de 6 a 10 Ano: 1.856
23	3502309	Anhembi	442	População de 6 a 10 Ano: 442
24	3502408	Anhumas	296	População de 6 a 10 Ano: 296
25	3502507	Aparecida	2889	População de 6 a 10 Ano: 2.889
26	3502606	Aparecida d'Oeste	364	População de 6 a 10 Ano: 364
27	3502705	Apiaí	2853	População de 6 a 10 Ano: 2.853
28	3502804	Araçatuba	12610	População de 6 a 10 Ano: 12.610
29	3502903	Araçoiaba da Serra	1888	População de 6 a 10 Ano: 1.888
30	3503000	Aramina	393	População de 6 a 10 Ano: 393
31	3503109	Arandu	596	População de 6 a 10 Ano: 596
32	3503208	Araraquara	13815	População de 6 a 10 Ano: 13.815
33	3503307	Araras	8579	População de 6 a 10 Ano: 8.579
34	3503406	Arealva	562	População de 6 a 10 Ano: 562
35	3503505	Areias	362	População de 6 a 10 Ano: 362
36	3503604	Areiópolis	1067	População de 6 a 10 Ano: 1.067
37	3503703	Ariranha	617	População de 6 a 10 Ano: 617
38	3503802	Artur Nogueira	3207	População de 6 a 10 Ano: 3.207
39	3503901	Arujá	6106	População de 6 a 10 Ano: 6.106
40	3504008	Assis	6677	População de 6 a 10 Ano: 6.677
41	3504107	Atibaia	9773	População de 6 a 10 Ano: 9.773
42	3504206	Auriflama	1105	População de 6 a 10 Ano: 1.105
43	3504305	Avaí	444	População de 6 a 10 Ano: 444
44	3504404	Avanhandava	890	População de 6 a 10 Ano: 890
45	3504503	Avaré	6463	População de 6 a 10 Ano: 6.463
46	3504602	Bady Bassitt	975	População de 6 a 10 Ano: 975
47	3504701	Balbinos	145	População de 6 a 10 Ano: 145
48	3504800	Bálsamo	525	População de 6 a 10 Ano: 525
49	3504909	Bananal	853	População de 6 a 10 Ano: 853
50	3505005	Barão de Antonina	251	População de 6 a 10 Ano: 251
627	3507753	Brejo Alegre	203	População de 6 a 10 Ano: 203
628	3509957	Canas	355	População de 6 a 10 Ano: 355
629	3540853	Pracinha	144	População de 6 a 10 Ano: 144
630	3541059	Pratânia	401	População de 6 a 10 Ano: 401
631	3541653	Quadra	232	População de 6 a 10 Ano: 232
632	3546256	Santa Cruz da Esperança	182	População de 6 a 10 Ano: 182
633	3547650	Santa Salete	93	População de 6 a 10 Ano: 93
634	3556958	Vitória Brasil	123	População de 6 a 10 Ano: 123
635	3521150	Ipiguá	307	População de 6 a 10 Ano: 307
636	3553658	Taquaral	234	População de 6 a 10 Ano: 234
637	3515657	Fernão	125	População de 6 a 10 Ano: 125
638	3516853	Gavião Peixoto	398	População de 6 a 10 Ano: 398
639	3525854	Jumirim	213	População de 6 a 10 Ano: 213
640	3532157	Nantes	244	População de 6 a 10 Ano: 244
641	3532868	Nova Castilho	76	População de 6 a 10 Ano: 76
642	3534757	Ouroeste	543	População de 6 a 10 Ano: 543
643	3536570	Paulistânia	168	População de 6 a 10 Ano: 168
644	3543238	Ribeirão dos Índios	158	População de 6 a 10 Ano: 158
645	3554755	Trabiju	142	População de 6 a 10 Ano: 142
51	3505104	Barbosa	571	População de 6 a 10 Ano: 571
52	3505203	Bariri	2255	População de 6 a 10 Ano: 2.255
53	3505302	Barra Bonita	2638	População de 6 a 10 Ano: 2.638
54	3505401	Barra do Turvo	914	População de 6 a 10 Ano: 914
55	3505500	Barretos	8379	População de 6 a 10 Ano: 8.379
56	3505609	Barrinha	2435	População de 6 a 10 Ano: 2.435
57	3505708	Barueri	20307	População de 6 a 10 Ano: 20.307
58	3505807	Bastos	1795	População de 6 a 10 Ano: 1.795
59	3505906	Batatais	4280	População de 6 a 10 Ano: 4.280
60	3506003	Bauru	25239	População de 6 a 10 Ano: 25.239
61	3506102	Bebedouro	6169	População de 6 a 10 Ano: 6.169
62	3506201	Bento de Abreu	203	População de 6 a 10 Ano: 203
63	3506300	Bernardino de Campos	876	População de 6 a 10 Ano: 876
64	3506409	Bilac	446	População de 6 a 10 Ano: 446
65	3506508	Birigui	7412	População de 6 a 10 Ano: 7.412
66	3506607	Biritiba Mirim	2533	População de 6 a 10 Ano: 2.533
67	3506706	Boa Esperança do Sul	1208	População de 6 a 10 Ano: 1.208
68	3506805	Bocaina	789	População de 6 a 10 Ano: 789
69	3506904	Bofete	776	População de 6 a 10 Ano: 776
70	3507001	Boituva	3317	População de 6 a 10 Ano: 3.317
71	3507100	Bom Jesus dos Perdões	1410	População de 6 a 10 Ano: 1.410
72	3507209	Borá	71	População de 6 a 10 Ano: 71
73	3507308	Boracéia	338	População de 6 a 10 Ano: 338
74	3507407	Borborema	1020	População de 6 a 10 Ano: 1.020
75	3507506	Botucatu	9081	População de 6 a 10 Ano: 9.081
76	3507605	Bragança Paulista	10730	População de 6 a 10 Ano: 10.730
77	3507704	Braúna	321	População de 6 a 10 Ano: 321
78	3507803	Brodowski	1606	População de 6 a 10 Ano: 1.606
79	3507902	Brotas	1669	População de 6 a 10 Ano: 1.669
80	3508009	Buri	1864	População de 6 a 10 Ano: 1.864
81	3508108	Buritama	1121	População de 6 a 10 Ano: 1.121
82	3508207	Buritizal	294	População de 6 a 10 Ano: 294
83	3508306	Cabrália Paulista	456	População de 6 a 10 Ano: 456
84	3508405	Cabreúva	3476	População de 6 a 10 Ano: 3.476
85	3508504	Caçapava	6663	População de 6 a 10 Ano: 6.663
86	3508603	Cachoeira Paulista	2365	População de 6 a 10 Ano: 2.365
87	3508702	Caconde	1734	População de 6 a 10 Ano: 1.734
88	3508801	Cafelândia	1284	População de 6 a 10 Ano: 1.284
89	3508900	Caiabu	348	População de 6 a 10 Ano: 348
90	3509007	Caieiras	7007	População de 6 a 10 Ano: 7.007
91	3509106	Caiuá	380	População de 6 a 10 Ano: 380
92	3509205	Cajamar	5203	População de 6 a 10 Ano: 5.203
93	3509304	Cajobi	801	População de 6 a 10 Ano: 801
94	3509403	Cajuru	1965	População de 6 a 10 Ano: 1.965
95	3509502	Campinas	74183	População de 6 a 10 Ano: 74.183
96	3509601	Campo Limpo Paulista	6022	População de 6 a 10 Ano: 6.022
97	3509700	Campos do Jordão	4294	População de 6 a 10 Ano: 4.294
98	3509809	Campos Novos Paulista	379	População de 6 a 10 Ano: 379
99	3509908	Cananéia	1260	População de 6 a 10 Ano: 1.260
100	3510005	Cândido Mota	2435	População de 6 a 10 Ano: 2.435
101	3510104	Cândido Rodrigues	178	População de 6 a 10 Ano: 178
102	3510203	Capão Bonito	4737	População de 6 a 10 Ano: 4.737
103	3510302	Capela do Alto	1510	População de 6 a 10 Ano: 1.510
104	3510401	Capivari	3847	População de 6 a 10 Ano: 3.847
105	3510500	Caraguatatuba	7728	População de 6 a 10 Ano: 7.728
106	3510609	Carapicuíba	31698	População de 6 a 10 Ano: 31.698
107	3510708	Cardoso	944	População de 6 a 10 Ano: 944
108	3510807	Casa Branca	2156	População de 6 a 10 Ano: 2.156
109	3510906	Cássia dos Coqueiros	267	População de 6 a 10 Ano: 267
110	3511003	Castilho	1389	População de 6 a 10 Ano: 1.389
111	3511102	Catanduva	7842	População de 6 a 10 Ano: 7.842
112	3511201	Catiguá	524	População de 6 a 10 Ano: 524
113	3511300	Cedral	496	População de 6 a 10 Ano: 496
114	3511409	Cerqueira César	1416	População de 6 a 10 Ano: 1.416
115	3511508	Cerquilho	2530	População de 6 a 10 Ano: 2.530
116	3511607	Cesário Lange	1123	População de 6 a 10 Ano: 1.123
117	3511706	Charqueada	1220	População de 6 a 10 Ano: 1.220
118	3557204	Chavantes	1030	População de 6 a 10 Ano: 1.030
119	3511904	Clementina	508	População de 6 a 10 Ano: 508
120	3512001	Colina	1408	População de 6 a 10 Ano: 1.408
121	3512100	Colômbia	571	População de 6 a 10 Ano: 571
122	3512209	Conchal	2253	População de 6 a 10 Ano: 2.253
123	3512308	Conchas	1256	População de 6 a 10 Ano: 1.256
124	3512407	Cordeirópolis	1560	População de 6 a 10 Ano: 1.560
125	3512506	Coroados	394	População de 6 a 10 Ano: 394
126	3512605	Coronel Macedo	533	População de 6 a 10 Ano: 533
127	3512704	Corumbataí	335	População de 6 a 10 Ano: 335
128	3512803	Cosmópolis	4267	População de 6 a 10 Ano: 4.267
129	3512902	Cosmorama	529	População de 6 a 10 Ano: 529
130	3513009	Cotia	15150	População de 6 a 10 Ano: 15.150
131	3513108	Cravinhos	2561	População de 6 a 10 Ano: 2.561
132	3513207	Cristais Paulista	632	População de 6 a 10 Ano: 632
133	3513306	Cruzália	183	População de 6 a 10 Ano: 183
134	3513405	Cruzeiro	6254	População de 6 a 10 Ano: 6.254
135	3513504	Cubatão	10078	População de 6 a 10 Ano: 10.078
136	3513603	Cunha	2247	População de 6 a 10 Ano: 2.247
137	3513702	Descalvado	2322	População de 6 a 10 Ano: 2.322
138	3513801	Diadema	32141	População de 6 a 10 Ano: 32.141
139	3513900	Divinolândia	952	População de 6 a 10 Ano: 952
140	3514007	Dobrada	677	População de 6 a 10 Ano: 677
141	3514106	Dois Córregos	1910	População de 6 a 10 Ano: 1.910
142	3514205	Dolcinópolis	166	População de 6 a 10 Ano: 166
143	3514304	Dourado	674	População de 6 a 10 Ano: 674
144	3514403	Dracena	2932	População de 6 a 10 Ano: 2.932
145	3514502	Duartina	986	População de 6 a 10 Ano: 986
146	3514601	Dumont	579	População de 6 a 10 Ano: 579
147	3514700	Echaporã	578	População de 6 a 10 Ano: 578
148	3514809	Eldorado	1628	População de 6 a 10 Ano: 1.628
149	3514908	Elias Fausto	1343	População de 6 a 10 Ano: 1.343
150	3515004	Embu das Artes	20605	População de 6 a 10 Ano: 20.605
151	3515103	Embu-Guaçu	5612	População de 6 a 10 Ano: 5.612
152	3515202	Estrela d'Oeste	609	População de 6 a 10 Ano: 609
153	3515301	Estrela do Norte	239	População de 6 a 10 Ano: 239
154	3515400	Fartura	1282	População de 6 a 10 Ano: 1.282
155	3515509	Fernandópolis	4572	População de 6 a 10 Ano: 4.572
156	3515608	Fernando Prestes	382	População de 6 a 10 Ano: 382
157	3515707	Ferraz de Vasconcelos	15005	População de 6 a 10 Ano: 15.005
158	3515806	Flora Rica	173	População de 6 a 10 Ano: 173
159	3515905	Floreal	222	População de 6 a 10 Ano: 222
160	3516002	Flórida Paulista	940	População de 6 a 10 Ano: 940
161	3516101	Florínia	268	População de 6 a 10 Ano: 268
162	3516200	Franca	25808	População de 6 a 10 Ano: 25.808
163	3516309	Francisco Morato	14940	População de 6 a 10 Ano: 14.940
164	3516408	Franco da Rocha	10390	População de 6 a 10 Ano: 10.390
165	3516507	Gabriel Monteiro	191	População de 6 a 10 Ano: 191
166	3516606	Gália	622	População de 6 a 10 Ano: 622
167	3516705	Garça	3451	População de 6 a 10 Ano: 3.451
168	3516804	Gastão Vidigal	266	População de 6 a 10 Ano: 266
169	3516903	General Salgado	825	População de 6 a 10 Ano: 825
170	3517000	Getulina	836	População de 6 a 10 Ano: 836
171	3517109	Glicério	368	População de 6 a 10 Ano: 368
172	3517208	Guaiçara	857	População de 6 a 10 Ano: 857
173	3517307	Guaimbê	474	População de 6 a 10 Ano: 474
174	3517406	Guaíra	2874	População de 6 a 10 Ano: 2.874
175	3517505	Guapiaçu	1163	População de 6 a 10 Ano: 1.163
176	3517604	Guapiara	2089	População de 6 a 10 Ano: 2.089
177	3517703	Guará	1756	População de 6 a 10 Ano: 1.756
178	3517802	Guaraçaí	662	População de 6 a 10 Ano: 662
179	3517901	Guaraci	802	População de 6 a 10 Ano: 802
180	3518008	Guarani d'Oeste	155	População de 6 a 10 Ano: 155
181	3518107	Guarantã	599	População de 6 a 10 Ano: 599
182	3518206	Guararapes	2303	População de 6 a 10 Ano: 2.303
183	3518305	Guararema	2152	População de 6 a 10 Ano: 2.152
184	3518404	Guaratinguetá	8670	População de 6 a 10 Ano: 8.670
185	3518503	Guareí	1002	População de 6 a 10 Ano: 1.002
186	3518602	Guariba	2996	População de 6 a 10 Ano: 2.996
187	3518701	Guarujá	24992	População de 6 a 10 Ano: 24.992
188	3518800	Guarulhos	101634	População de 6 a 10 Ano: 101.634
189	3518909	Guzolândia	377	População de 6 a 10 Ano: 377
190	3519006	Herculândia	734	População de 6 a 10 Ano: 734
191	3519105	Iacanga	681	População de 6 a 10 Ano: 681
192	3519204	Iacri	542	População de 6 a 10 Ano: 542
193	3519303	Ibaté	2560	População de 6 a 10 Ano: 2.560
194	3519402	Ibirá	723	População de 6 a 10 Ano: 723
195	3519501	Ibirarema	525	População de 6 a 10 Ano: 525
