id	ibge	localidade	valor	label
1	3500105	Adamantina		Mães que Tiveram Sete e Mais Consultas de Pré-Natal (Em %): 
2	3500204	Adolfo		Mães que Tiveram Sete e Mais Consultas de Pré-Natal (Em %): 
3	3500303	Aguaí		Mães que Tiveram Sete e Mais Consultas de Pré-Natal (Em %): 
4	3500402	Águas da Prata		Mães que Tiveram Sete e Mais Consultas de Pré-Natal (Em %): 
5	3500501	Águas de Lindóia		Mães que Tiveram Sete e Mais Consultas de Pré-Natal (Em %): 
6	3500600	Águas de São Pedro		Mães que Tiveram Sete e Mais Consultas de Pré-Natal (Em %): 
7	3500709	Agudos		Mães que Tiveram Sete e Mais Consultas de Pré-Natal (Em %): 
8	3500808	Alfredo Marcondes		Mães que Tiveram Sete e Mais Consultas de Pré-Natal (Em %): 
9	3500907	Altair		Mães que Tiveram Sete e Mais Consultas de Pré-Natal (Em %): 
10	3501004	Altinópolis		Mães que Tiveram Sete e Mais Consultas de Pré-Natal (Em %): 
11	3501103	Alto Alegre		Mães que Tiveram Sete e Mais Consultas de Pré-Natal (Em %): 
12	3501202	Álvares Florence		Mães que Tiveram Sete e Mais Consultas de Pré-Natal (Em %): 
13	3501301	Álvares Machado		Mães que Tiveram Sete e Mais Consultas de Pré-Natal (Em %): 
14	3501400	Álvaro de Carvalho		Mães que Tiveram Sete e Mais Consultas de Pré-Natal (Em %): 
15	3501509	Alvinlândia		Mães que Tiveram Sete e Mais Consultas de Pré-Natal (Em %): 
16	3501608	Americana		Mães que Tiveram Sete e Mais Consultas de Pré-Natal (Em %): 
17	3501707	Américo Brasiliense		Mães que Tiveram Sete e Mais Consultas de Pré-Natal (Em %): 
18	3501806	Américo de Campos		Mães que Tiveram Sete e Mais Consultas de Pré-Natal (Em %): 
19	3501905	Amparo		Mães que Tiveram Sete e Mais Consultas de Pré-Natal (Em %): 
20	3502002	Analândia		Mães que Tiveram Sete e Mais Consultas de Pré-Natal (Em %): 
21	3502101	Andradina		Mães que Tiveram Sete e Mais Consultas de Pré-Natal (Em %): 
22	3502200	Angatuba		Mães que Tiveram Sete e Mais Consultas de Pré-Natal (Em %): 
23	3502309	Anhembi		Mães que Tiveram Sete e Mais Consultas de Pré-Natal (Em %): 
24	3502408	Anhumas		Mães que Tiveram Sete e Mais Consultas de Pré-Natal (Em %): 
25	3502507	Aparecida		Mães que Tiveram Sete e Mais Consultas de Pré-Natal (Em %): 
26	3502606	Aparecida d'Oeste		Mães que Tiveram Sete e Mais Consultas de Pré-Natal (Em %): 
27	3502705	Apiaí		Mães que Tiveram Sete e Mais Consultas de Pré-Natal (Em %): 
28	3502804	Araçatuba		Mães que Tiveram Sete e Mais Consultas de Pré-Natal (Em %): 
29	3502903	Araçoiaba da Serra		Mães que Tiveram Sete e Mais Consultas de Pré-Natal (Em %): 
30	3503000	Aramina		Mães que Tiveram Sete e Mais Consultas de Pré-Natal (Em %): 
31	3503109	Arandu		Mães que Tiveram Sete e Mais Consultas de Pré-Natal (Em %): 
32	3503208	Araraquara		Mães que Tiveram Sete e Mais Consultas de Pré-Natal (Em %): 
33	3503307	Araras		Mães que Tiveram Sete e Mais Consultas de Pré-Natal (Em %): 
34	3503406	Arealva		Mães que Tiveram Sete e Mais Consultas de Pré-Natal (Em %): 
35	3503505	Areias		Mães que Tiveram Sete e Mais Consultas de Pré-Natal (Em %): 
36	3503604	Areiópolis		Mães que Tiveram Sete e Mais Consultas de Pré-Natal (Em %): 
37	3503703	Ariranha		Mães que Tiveram Sete e Mais Consultas de Pré-Natal (Em %): 
38	3503802	Artur Nogueira		Mães que Tiveram Sete e Mais Consultas de Pré-Natal (Em %): 
39	3503901	Arujá		Mães que Tiveram Sete e Mais Consultas de Pré-Natal (Em %): 
40	3504008	Assis		Mães que Tiveram Sete e Mais Consultas de Pré-Natal (Em %): 
41	3504107	Atibaia		Mães que Tiveram Sete e Mais Consultas de Pré-Natal (Em %): 
42	3504206	Auriflama		Mães que Tiveram Sete e Mais Consultas de Pré-Natal (Em %): 
43	3504305	Avaí		Mães que Tiveram Sete e Mais Consultas de Pré-Natal (Em %): 
44	3504404	Avanhandava		Mães que Tiveram Sete e Mais Consultas de Pré-Natal (Em %): 
45	3504503	Avaré		Mães que Tiveram Sete e Mais Consultas de Pré-Natal (Em %): 
46	3504602	Bady Bassitt		Mães que Tiveram Sete e Mais Consultas de Pré-Natal (Em %): 
47	3504701	Balbinos		Mães que Tiveram Sete e Mais Consultas de Pré-Natal (Em %): 
48	3504800	Bálsamo		Mães que Tiveram Sete e Mais Consultas de Pré-Natal (Em %): 
49	3504909	Bananal		Mães que Tiveram Sete e Mais Consultas de Pré-Natal (Em %): 
50	3505005	Barão de Antonina		Mães que Tiveram Sete e Mais Consultas de Pré-Natal (Em %): 
51	3505104	Barbosa		Mães que Tiveram Sete e Mais Consultas de Pré-Natal (Em %): 
52	3505203	Bariri		Mães que Tiveram Sete e Mais Consultas de Pré-Natal (Em %): 
53	3505302	Barra Bonita		Mães que Tiveram Sete e Mais Consultas de Pré-Natal (Em %): 
54	3505401	Barra do Turvo		Mães que Tiveram Sete e Mais Consultas de Pré-Natal (Em %): 
55	3505500	Barretos		Mães que Tiveram Sete e Mais Consultas de Pré-Natal (Em %): 
56	3505609	Barrinha		Mães que Tiveram Sete e Mais Consultas de Pré-Natal (Em %): 
57	3505708	Barueri		Mães que Tiveram Sete e Mais Consultas de Pré-Natal (Em %): 
58	3505807	Bastos		Mães que Tiveram Sete e Mais Consultas de Pré-Natal (Em %): 
59	3505906	Batatais		Mães que Tiveram Sete e Mais Consultas de Pré-Natal (Em %): 
60	3506003	Bauru		Mães que Tiveram Sete e Mais Consultas de Pré-Natal (Em %): 
61	3506102	Bebedouro		Mães que Tiveram Sete e Mais Consultas de Pré-Natal (Em %): 
62	3506201	Bento de Abreu		Mães que Tiveram Sete e Mais Consultas de Pré-Natal (Em %): 
63	3506300	Bernardino de Campos		Mães que Tiveram Sete e Mais Consultas de Pré-Natal (Em %): 
64	3506409	Bilac		Mães que Tiveram Sete e Mais Consultas de Pré-Natal (Em %): 
65	3506508	Birigui		Mães que Tiveram Sete e Mais Consultas de Pré-Natal (Em %): 
66	3506607	Biritiba Mirim		Mães que Tiveram Sete e Mais Consultas de Pré-Natal (Em %): 
67	3506706	Boa Esperança do Sul		Mães que Tiveram Sete e Mais Consultas de Pré-Natal (Em %): 
68	3506805	Bocaina		Mães que Tiveram Sete e Mais Consultas de Pré-Natal (Em %): 
69	3506904	Bofete		Mães que Tiveram Sete e Mais Consultas de Pré-Natal (Em %): 
70	3507001	Boituva		Mães que Tiveram Sete e Mais Consultas de Pré-Natal (Em %): 
71	3507100	Bom Jesus dos Perdões		Mães que Tiveram Sete e Mais Consultas de Pré-Natal (Em %): 
72	3507209	Borá		Mães que Tiveram Sete e Mais Consultas de Pré-Natal (Em %): 
73	3507308	Boracéia		Mães que Tiveram Sete e Mais Consultas de Pré-Natal (Em %): 
74	3507407	Borborema		Mães que Tiveram Sete e Mais Consultas de Pré-Natal (Em %): 
75	3507506	Botucatu		Mães que Tiveram Sete e Mais Consultas de Pré-Natal (Em %): 
76	3507605	Bragança Paulista		Mães que Tiveram Sete e Mais Consultas de Pré-Natal (Em %): 
77	3507704	Braúna		Mães que Tiveram Sete e Mais Consultas de Pré-Natal (Em %): 
78	3507803	Brodowski		Mães que Tiveram Sete e Mais Consultas de Pré-Natal (Em %): 
79	3507902	Brotas		Mães que Tiveram Sete e Mais Consultas de Pré-Natal (Em %): 
80	3508009	Buri		Mães que Tiveram Sete e Mais Consultas de Pré-Natal (Em %): 
81	3508108	Buritama		Mães que Tiveram Sete e Mais Consultas de Pré-Natal (Em %): 
82	3508207	Buritizal		Mães que Tiveram Sete e Mais Consultas de Pré-Natal (Em %): 
83	3508306	Cabrália Paulista		Mães que Tiveram Sete e Mais Consultas de Pré-Natal (Em %): 
84	3508405	Cabreúva		Mães que Tiveram Sete e Mais Consultas de Pré-Natal (Em %): 
85	3508504	Caçapava		Mães que Tiveram Sete e Mais Consultas de Pré-Natal (Em %): 
86	3508603	Cachoeira Paulista		Mães que Tiveram Sete e Mais Consultas de Pré-Natal (Em %): 
87	3508702	Caconde		Mães que Tiveram Sete e Mais Consultas de Pré-Natal (Em %): 
88	3508801	Cafelândia		Mães que Tiveram Sete e Mais Consultas de Pré-Natal (Em %): 
89	3508900	Caiabu		Mães que Tiveram Sete e Mais Consultas de Pré-Natal (Em %): 
90	3509007	Caieiras		Mães que Tiveram Sete e Mais Consultas de Pré-Natal (Em %): 
91	3509106	Caiuá		Mães que Tiveram Sete e Mais Consultas de Pré-Natal (Em %): 
92	3509205	Cajamar		Mães que Tiveram Sete e Mais Consultas de Pré-Natal (Em %): 
93	3509304	Cajobi		Mães que Tiveram Sete e Mais Consultas de Pré-Natal (Em %): 
94	3509403	Cajuru		Mães que Tiveram Sete e Mais Consultas de Pré-Natal (Em %): 
95	3509502	Campinas		Mães que Tiveram Sete e Mais Consultas de Pré-Natal (Em %): 
96	3509601	Campo Limpo Paulista		Mães que Tiveram Sete e Mais Consultas de Pré-Natal (Em %): 
97	3509700	Campos do Jordão		Mães que Tiveram Sete e Mais Consultas de Pré-Natal (Em %): 
98	3509809	Campos Novos Paulista		Mães que Tiveram Sete e Mais Consultas de Pré-Natal (Em %): 
99	3509908	Cananéia		Mães que Tiveram Sete e Mais Consultas de Pré-Natal (Em %): 
100	3510005	Cândido Mota		Mães que Tiveram Sete e Mais Consultas de Pré-Natal (Em %): 
101	3510104	Cândido Rodrigues		Mães que Tiveram Sete e Mais Consultas de Pré-Natal (Em %): 
102	3510203	Capão Bonito		Mães que Tiveram Sete e Mais Consultas de Pré-Natal (Em %): 
103	3510302	Capela do Alto		Mães que Tiveram Sete e Mais Consultas de Pré-Natal (Em %): 
104	3510401	Capivari		Mães que Tiveram Sete e Mais Consultas de Pré-Natal (Em %): 
105	3510500	Caraguatatuba		Mães que Tiveram Sete e Mais Consultas de Pré-Natal (Em %): 
106	3510609	Carapicuíba		Mães que Tiveram Sete e Mais Consultas de Pré-Natal (Em %): 
107	3510708	Cardoso		Mães que Tiveram Sete e Mais Consultas de Pré-Natal (Em %): 
108	3510807	Casa Branca		Mães que Tiveram Sete e Mais Consultas de Pré-Natal (Em %): 
109	3510906	Cássia dos Coqueiros		Mães que Tiveram Sete e Mais Consultas de Pré-Natal (Em %): 
110	3511003	Castilho		Mães que Tiveram Sete e Mais Consultas de Pré-Natal (Em %): 
111	3511102	Catanduva		Mães que Tiveram Sete e Mais Consultas de Pré-Natal (Em %): 
112	3511201	Catiguá		Mães que Tiveram Sete e Mais Consultas de Pré-Natal (Em %): 
113	3511300	Cedral		Mães que Tiveram Sete e Mais Consultas de Pré-Natal (Em %): 
114	3511409	Cerqueira César		Mães que Tiveram Sete e Mais Consultas de Pré-Natal (Em %): 
115	3511508	Cerquilho		Mães que Tiveram Sete e Mais Consultas de Pré-Natal (Em %): 
116	3511607	Cesário Lange		Mães que Tiveram Sete e Mais Consultas de Pré-Natal (Em %): 
117	3511706	Charqueada		Mães que Tiveram Sete e Mais Consultas de Pré-Natal (Em %): 
118	3557204	Chavantes		Mães que Tiveram Sete e Mais Consultas de Pré-Natal (Em %): 
119	3511904	Clementina		Mães que Tiveram Sete e Mais Consultas de Pré-Natal (Em %): 
120	3512001	Colina		Mães que Tiveram Sete e Mais Consultas de Pré-Natal (Em %): 
121	3512100	Colômbia		Mães que Tiveram Sete e Mais Consultas de Pré-Natal (Em %): 
122	3512209	Conchal		Mães que Tiveram Sete e Mais Consultas de Pré-Natal (Em %): 
123	3512308	Conchas		Mães que Tiveram Sete e Mais Consultas de Pré-Natal (Em %): 
124	3512407	Cordeirópolis		Mães que Tiveram Sete e Mais Consultas de Pré-Natal (Em %): 
125	3512506	Coroados		Mães que Tiveram Sete e Mais Consultas de Pré-Natal (Em %): 
126	3512605	Coronel Macedo		Mães que Tiveram Sete e Mais Consultas de Pré-Natal (Em %): 
127	3512704	Corumbataí		Mães que Tiveram Sete e Mais Consultas de Pré-Natal (Em %): 
128	3512803	Cosmópolis		Mães que Tiveram Sete e Mais Consultas de Pré-Natal (Em %): 
129	3512902	Cosmorama		Mães que Tiveram Sete e Mais Consultas de Pré-Natal (Em %): 
130	3513009	Cotia		Mães que Tiveram Sete e Mais Consultas de Pré-Natal (Em %): 
131	3513108	Cravinhos		Mães que Tiveram Sete e Mais Consultas de Pré-Natal (Em %): 
132	3513207	Cristais Paulista		Mães que Tiveram Sete e Mais Consultas de Pré-Natal (Em %): 
133	3513306	Cruzália		Mães que Tiveram Sete e Mais Consultas de Pré-Natal (Em %): 
134	3513405	Cruzeiro		Mães que Tiveram Sete e Mais Consultas de Pré-Natal (Em %): 
135	3513504	Cubatão		Mães que Tiveram Sete e Mais Consultas de Pré-Natal (Em %): 
136	3513603	Cunha		Mães que Tiveram Sete e Mais Consultas de Pré-Natal (Em %): 
137	3513702	Descalvado		Mães que Tiveram Sete e Mais Consultas de Pré-Natal (Em %): 
138	3513801	Diadema		Mães que Tiveram Sete e Mais Consultas de Pré-Natal (Em %): 
139	3513900	Divinolândia		Mães que Tiveram Sete e Mais Consultas de Pré-Natal (Em %): 
