id	ibge	localidade	valor	label
680	680	Região Metropolitana da Baixada Santista	92587	População de 0 a 3 Anos: 92.587
681	681	Região Metropolitana de São Paulo	1098973	População de 0 a 3 Anos: 1.098.973
696	696	Região Metropolitana de Campinas	143520	População de 0 a 3 Anos: 143.520
697	697	Região Metropolitana do Vale do Paraíba e Litoral Norte	NA	População de 0 a 3 Anos: NA
