id	ibge	localidade	valor	label
1	3500105	Adamantina	2421	Matrícula Inicial no Ensino Médio: 2.421
2	3500204	Adolfo	177	Matrícula Inicial no Ensino Médio: 177
3	3500303	Aguaí	1197	Matrícula Inicial no Ensino Médio: 1.197
4	3500402	Águas da Prata	279	Matrícula Inicial no Ensino Médio: 279
5	3500501	Águas de Lindóia	594	Matrícula Inicial no Ensino Médio: 594
6	3500600	Águas de São Pedro	215	Matrícula Inicial no Ensino Médio: 215
7	3500709	Agudos	1844	Matrícula Inicial no Ensino Médio: 1.844
8	3500808	Alfredo Marcondes	165	Matrícula Inicial no Ensino Médio: 165
9	3500907	Altair	165	Matrícula Inicial no Ensino Médio: 165
10	3501004	Altinópolis	740	Matrícula Inicial no Ensino Médio: 740
11	3501103	Alto Alegre	204	Matrícula Inicial no Ensino Médio: 204
12	3501202	Álvares Florence	178	Matrícula Inicial no Ensino Médio: 178
13	3501301	Álvares Machado	941	Matrícula Inicial no Ensino Médio: 941
14	3501400	Álvaro de Carvalho	148	Matrícula Inicial no Ensino Médio: 148
15	3501509	Alvinlândia	132	Matrícula Inicial no Ensino Médio: 132
16	3501608	Americana	11643	Matrícula Inicial no Ensino Médio: 11.643
17	3501707	Américo Brasiliense	1454	Matrícula Inicial no Ensino Médio: 1.454
18	3501806	Américo de Campos	344	Matrícula Inicial no Ensino Médio: 344
19	3501905	Amparo	2836	Matrícula Inicial no Ensino Médio: 2.836
20	3502002	Analândia	201	Matrícula Inicial no Ensino Médio: 201
21	3502101	Andradina	3140	Matrícula Inicial no Ensino Médio: 3.140
22	3502200	Angatuba	969	Matrícula Inicial no Ensino Médio: 969
23	3502309	Anhembi	215	Matrícula Inicial no Ensino Médio: 215
24	3502408	Anhumas	212	Matrícula Inicial no Ensino Médio: 212
25	3502507	Aparecida	1726	Matrícula Inicial no Ensino Médio: 1.726
26	3502606	Aparecida d'Oeste	204	Matrícula Inicial no Ensino Médio: 204
27	3502705	Apiaí	1421	Matrícula Inicial no Ensino Médio: 1.421
28	3502804	Araçatuba	9519	Matrícula Inicial no Ensino Médio: 9.519
29	3502903	Araçoiaba da Serra	874	Matrícula Inicial no Ensino Médio: 874
30	3503000	Aramina	215	Matrícula Inicial no Ensino Médio: 215
31	3503109	Arandu	268	Matrícula Inicial no Ensino Médio: 268
32	3503208	Araraquara	8689	Matrícula Inicial no Ensino Médio: 8.689
33	3503307	Araras	5333	Matrícula Inicial no Ensino Médio: 5.333
34	3503406	Arealva	269	Matrícula Inicial no Ensino Médio: 269
35	3503505	Areias	165	Matrícula Inicial no Ensino Médio: 165
36	3503604	Areiópolis	385	Matrícula Inicial no Ensino Médio: 385
37	3503703	Ariranha	262	Matrícula Inicial no Ensino Médio: 262
38	3503802	Artur Nogueira	1369	Matrícula Inicial no Ensino Médio: 1.369
39	3503901	Arujá	4217	Matrícula Inicial no Ensino Médio: 4.217
40	3504008	Assis	4296	Matrícula Inicial no Ensino Médio: 4.296
41	3504107	Atibaia	4886	Matrícula Inicial no Ensino Médio: 4.886
42	3504206	Auriflama	698	Matrícula Inicial no Ensino Médio: 698
43	3504305	Avaí	183	Matrícula Inicial no Ensino Médio: 183
44	3504404	Avanhandava	360	Matrícula Inicial no Ensino Médio: 360
45	3504503	Avaré	4189	Matrícula Inicial no Ensino Médio: 4.189
46	3504602	Bady Bassitt	492	Matrícula Inicial no Ensino Médio: 492
47	3504701	Balbinos	79	Matrícula Inicial no Ensino Médio: 79
48	3504800	Bálsamo	358	Matrícula Inicial no Ensino Médio: 358
49	3504909	Bananal	408	Matrícula Inicial no Ensino Médio: 408
50	3505005	Barão de Antonina	145	Matrícula Inicial no Ensino Médio: 145
51	3505104	Barbosa	260	Matrícula Inicial no Ensino Médio: 260
52	3505203	Bariri	1144	Matrícula Inicial no Ensino Médio: 1.144
53	3505302	Barra Bonita	1822	Matrícula Inicial no Ensino Médio: 1.822
54	3505401	Barra do Turvo	346	Matrícula Inicial no Ensino Médio: 346
55	3505500	Barretos	6172	Matrícula Inicial no Ensino Médio: 6.172
56	3505609	Barrinha	1432	Matrícula Inicial no Ensino Médio: 1.432
57	3505708	Barueri	13248	Matrícula Inicial no Ensino Médio: 13.248
58	3505807	Bastos	950	Matrícula Inicial no Ensino Médio: 950
59	3505906	Batatais	2631	Matrícula Inicial no Ensino Médio: 2.631
60	3506003	Bauru	17335	Matrícula Inicial no Ensino Médio: 17.335
61	3506102	Bebedouro	3965	Matrícula Inicial no Ensino Médio: 3.965
62	3506201	Bento de Abreu	106	Matrícula Inicial no Ensino Médio: 106
63	3506300	Bernardino de Campos	588	Matrícula Inicial no Ensino Médio: 588
64	3506409	Bilac	337	Matrícula Inicial no Ensino Médio: 337
65	3506508	Birigui	5030	Matrícula Inicial no Ensino Médio: 5.030
66	3506607	Biritiba Mirim	997	Matrícula Inicial no Ensino Médio: 997
67	3506706	Boa Esperança do Sul	568	Matrícula Inicial no Ensino Médio: 568
68	3506805	Bocaina	363	Matrícula Inicial no Ensino Médio: 363
69	3506904	Bofete	388	Matrícula Inicial no Ensino Médio: 388
70	3507001	Boituva	1639	Matrícula Inicial no Ensino Médio: 1.639
71	3507100	Bom Jesus dos Perdões	722	Matrícula Inicial no Ensino Médio: 722
72	3507209	Borá	-	Matrícula Inicial no Ensino Médio: -
73	3507308	Boracéia	173	Matrícula Inicial no Ensino Médio: 173
74	3507407	Borborema	612	Matrícula Inicial no Ensino Médio: 612
75	3507506	Botucatu	5761	Matrícula Inicial no Ensino Médio: 5.761
76	3507605	Bragança Paulista	6195	Matrícula Inicial no Ensino Médio: 6.195
77	3507704	Braúna	258	Matrícula Inicial no Ensino Médio: 258
78	3507803	Brodowski	608	Matrícula Inicial no Ensino Médio: 608
79	3507902	Brotas	1076	Matrícula Inicial no Ensino Médio: 1.076
80	3508009	Buri	525	Matrícula Inicial no Ensino Médio: 525
81	3508108	Buritama	786	Matrícula Inicial no Ensino Médio: 786
82	3508207	Buritizal	141	Matrícula Inicial no Ensino Médio: 141
83	3508306	Cabrália Paulista	332	Matrícula Inicial no Ensino Médio: 332
84	3508405	Cabreúva	1687	Matrícula Inicial no Ensino Médio: 1.687
85	3508504	Caçapava	4821	Matrícula Inicial no Ensino Médio: 4.821
86	3508603	Cachoeira Paulista	1495	Matrícula Inicial no Ensino Médio: 1.495
87	3508702	Caconde	776	Matrícula Inicial no Ensino Médio: 776
