id	ibge	localidade	valor	label
1	3500105	Adamantina	1600	Matrícula Inicial no Ensino Médio: 1.600
2	3500204	Adolfo	153	Matrícula Inicial no Ensino Médio: 153
3	3500303	Aguaí	1125	Matrícula Inicial no Ensino Médio: 1.125
4	3500402	Águas da Prata	186	Matrícula Inicial no Ensino Médio: 186
5	3500501	Águas de Lindóia	559	Matrícula Inicial no Ensino Médio: 559
6	3500600	Águas de São Pedro	203	Matrícula Inicial no Ensino Médio: 203
7	3500709	Agudos	1537	Matrícula Inicial no Ensino Médio: 1.537
8	3500808	Alfredo Marcondes	138	Matrícula Inicial no Ensino Médio: 138
9	3500907	Altair	156	Matrícula Inicial no Ensino Médio: 156
10	3501004	Altinópolis	644	Matrícula Inicial no Ensino Médio: 644
11	3501103	Alto Alegre	147	Matrícula Inicial no Ensino Médio: 147
12	3501202	Álvares Florence	152	Matrícula Inicial no Ensino Médio: 152
13	3501301	Álvares Machado	1076	Matrícula Inicial no Ensino Médio: 1.076
14	3501400	Álvaro de Carvalho	134	Matrícula Inicial no Ensino Médio: 134
15	3501509	Alvinlândia	123	Matrícula Inicial no Ensino Médio: 123
16	3501608	Americana	10239	Matrícula Inicial no Ensino Médio: 10.239
17	3501707	Américo Brasiliense	1533	Matrícula Inicial no Ensino Médio: 1.533
18	3501806	Américo de Campos	264	Matrícula Inicial no Ensino Médio: 264
19	3501905	Amparo	2804	Matrícula Inicial no Ensino Médio: 2.804
20	3502002	Analândia	182	Matrícula Inicial no Ensino Médio: 182
21	3502101	Andradina	2376	Matrícula Inicial no Ensino Médio: 2.376
22	3502200	Angatuba	825	Matrícula Inicial no Ensino Médio: 825
23	3502309	Anhembi	263	Matrícula Inicial no Ensino Médio: 263
24	3502408	Anhumas	160	Matrícula Inicial no Ensino Médio: 160
25	3502507	Aparecida	1589	Matrícula Inicial no Ensino Médio: 1.589
26	3502606	Aparecida d'Oeste	175	Matrícula Inicial no Ensino Médio: 175
27	3502705	Apiaí	1415	Matrícula Inicial no Ensino Médio: 1.415
28	3502804	Araçatuba	7396	Matrícula Inicial no Ensino Médio: 7.396
29	3502903	Araçoiaba da Serra	1339	Matrícula Inicial no Ensino Médio: 1.339
30	3503000	Aramina	171	Matrícula Inicial no Ensino Médio: 171
31	3503109	Arandu	276	Matrícula Inicial no Ensino Médio: 276
32	3503208	Araraquara	8821	Matrícula Inicial no Ensino Médio: 8.821
33	3503307	Araras	4915	Matrícula Inicial no Ensino Médio: 4.915
34	3503406	Arealva	288	Matrícula Inicial no Ensino Médio: 288
35	3503505	Areias	179	Matrícula Inicial no Ensino Médio: 179
36	3503604	Areiópolis	461	Matrícula Inicial no Ensino Médio: 461
37	3503703	Ariranha	330	Matrícula Inicial no Ensino Médio: 330
38	3503802	Artur Nogueira	1612	Matrícula Inicial no Ensino Médio: 1.612
39	3503901	Arujá	4422	Matrícula Inicial no Ensino Médio: 4.422
40	3504008	Assis	3549	Matrícula Inicial no Ensino Médio: 3.549
41	3504107	Atibaia	6263	Matrícula Inicial no Ensino Médio: 6.263
42	3504206	Auriflama	567	Matrícula Inicial no Ensino Médio: 567
43	3504305	Avaí	265	Matrícula Inicial no Ensino Médio: 265
44	3504404	Avanhandava	341	Matrícula Inicial no Ensino Médio: 341
45	3504503	Avaré	3304	Matrícula Inicial no Ensino Médio: 3.304
46	3504602	Bady Bassitt	663	Matrícula Inicial no Ensino Médio: 663
47	3504701	Balbinos	43	Matrícula Inicial no Ensino Médio: 43
48	3504800	Bálsamo	315	Matrícula Inicial no Ensino Médio: 315
49	3504909	Bananal	454	Matrícula Inicial no Ensino Médio: 454
50	3505005	Barão de Antonina	158	Matrícula Inicial no Ensino Médio: 158
51	3505104	Barbosa	243	Matrícula Inicial no Ensino Médio: 243
52	3505203	Bariri	1218	Matrícula Inicial no Ensino Médio: 1.218
53	3505302	Barra Bonita	1453	Matrícula Inicial no Ensino Médio: 1.453
54	3505401	Barra do Turvo	402	Matrícula Inicial no Ensino Médio: 402
55	3505500	Barretos	4532	Matrícula Inicial no Ensino Médio: 4.532
56	3505609	Barrinha	1192	Matrícula Inicial no Ensino Médio: 1.192
