id	ibge	localidade	valor	label
681	681	Região Metropolitana de São Paulo	956059	População em Idade Escolar de 15 a 17 Anos: 956.059
682	682	Região Administrativa de Registro	15959	População em Idade Escolar de 15 a 17 Anos: 15.959
683	683	Região Administrativa de Santos	82357	População em Idade Escolar de 15 a 17 Anos: 82.357
684	684	Região Administrativa de São José dos Campos	113404	População em Idade Escolar de 15 a 17 Anos: 113.404
685	685	Região Administrativa de Sorocaba	145816	População em Idade Escolar de 15 a 17 Anos: 145.816
686	686	Região Administrativa de Campinas	295281	População em Idade Escolar de 15 a 17 Anos: 295.281
687	687	Região Administrativa de Ribeirão Preto	59076	População em Idade Escolar de 15 a 17 Anos: 59.076
688	688	Região Administrativa de Bauru	49141	População em Idade Escolar de 15 a 17 Anos: 49.141
689	689	Região Administrativa de São José do Rio Preto	61089	População em Idade Escolar de 15 a 17 Anos: 61.089
690	690	Região Administrativa de Araçatuba	32404	População em Idade Escolar de 15 a 17 Anos: 32.404
691	691	Região Administrativa de Presidente Prudente	37804	População em Idade Escolar de 15 a 17 Anos: 37.804
692	692	Região Administrativa de Marília	43619	População em Idade Escolar de 15 a 17 Anos: 43.619
693	693	Região Administrativa Central	43029	População em Idade Escolar de 15 a 17 Anos: 43.029
694	694	Região Administrativa de Barretos	19050	População em Idade Escolar de 15 a 17 Anos: 19.050
695	695	Região Administrativa de Franca	34522	População em Idade Escolar de 15 a 17 Anos: 34.522
