id	ibge	localidade	valor	label
681	681	Região Metropolitana de São Paulo	931240	População em Idade Escolar de 15 a 17 Anos: 931.240
682	682	Região Administrativa de Registro	15399	População em Idade Escolar de 15 a 17 Anos: 15.399
683	683	Região Administrativa de Santos	80888	População em Idade Escolar de 15 a 17 Anos: 80.888
684	684	Região Administrativa de São José dos Campos	109661	População em Idade Escolar de 15 a 17 Anos: 109.661
685	685	Região Administrativa de Sorocaba	141013	População em Idade Escolar de 15 a 17 Anos: 141.013
686	686	Região Administrativa de Campinas	285983	População em Idade Escolar de 15 a 17 Anos: 285.983
687	687	Região Administrativa de Ribeirão Preto	57343	População em Idade Escolar de 15 a 17 Anos: 57.343
688	688	Região Administrativa de Bauru	47363	População em Idade Escolar de 15 a 17 Anos: 47.363
689	689	Região Administrativa de São José do Rio Preto	58495	População em Idade Escolar de 15 a 17 Anos: 58.495
690	690	Região Administrativa de Araçatuba	30860	População em Idade Escolar de 15 a 17 Anos: 30.860
691	691	Região Administrativa de Presidente Prudente	35861	População em Idade Escolar de 15 a 17 Anos: 35.861
692	692	Região Administrativa de Marília	41644	População em Idade Escolar de 15 a 17 Anos: 41.644
693	693	Região Administrativa Central	41285	População em Idade Escolar de 15 a 17 Anos: 41.285
694	694	Região Administrativa de Barretos	18147	População em Idade Escolar de 15 a 17 Anos: 18.147
695	695	Região Administrativa de Franca	33326	População em Idade Escolar de 15 a 17 Anos: 33.326
