id	ibge	localidade	valor	label
1	3500105	Adamantina		Matrículas no  ET profissionalizante: 
2	3500204	Adolfo		Matrículas no  ET profissionalizante: 
3	3500303	Aguaí		Matrículas no  ET profissionalizante: 
4	3500402	Águas da Prata		Matrículas no  ET profissionalizante: 
5	3500501	Águas de Lindóia		Matrículas no  ET profissionalizante: 
6	3500600	Águas de São Pedro		Matrículas no  ET profissionalizante: 
7	3500709	Agudos		Matrículas no  ET profissionalizante: 
8	3500808	Alfredo Marcondes		Matrículas no  ET profissionalizante: 
9	3500907	Altair		Matrículas no  ET profissionalizante: 
10	3501004	Altinópolis		Matrículas no  ET profissionalizante: 
11	3501103	Alto Alegre		Matrículas no  ET profissionalizante: 
12	3501202	Álvares Florence		Matrículas no  ET profissionalizante: 
13	3501301	Álvares Machado		Matrículas no  ET profissionalizante: 
14	3501400	Álvaro de Carvalho		Matrículas no  ET profissionalizante: 
15	3501509	Alvinlândia		Matrículas no  ET profissionalizante: 
16	3501608	Americana		Matrículas no  ET profissionalizante: 
17	3501707	Américo Brasiliense		Matrículas no  ET profissionalizante: 
18	3501806	Américo de Campos		Matrículas no  ET profissionalizante: 
19	3501905	Amparo		Matrículas no  ET profissionalizante: 
20	3502002	Analândia		Matrículas no  ET profissionalizante: 
21	3502101	Andradina		Matrículas no  ET profissionalizante: 
22	3502200	Angatuba		Matrículas no  ET profissionalizante: 
23	3502309	Anhembi		Matrículas no  ET profissionalizante: 
24	3502408	Anhumas		Matrículas no  ET profissionalizante: 
25	3502507	Aparecida		Matrículas no  ET profissionalizante: 
26	3502606	Aparecida d'Oeste		Matrículas no  ET profissionalizante: 
27	3502705	Apiaí		Matrículas no  ET profissionalizante: 
28	3502804	Araçatuba		Matrículas no  ET profissionalizante: 
29	3502903	Araçoiaba da Serra		Matrículas no  ET profissionalizante: 
30	3503000	Aramina		Matrículas no  ET profissionalizante: 
31	3503109	Arandu		Matrículas no  ET profissionalizante: 
32	3503208	Araraquara		Matrículas no  ET profissionalizante: 
33	3503307	Araras		Matrículas no  ET profissionalizante: 
34	3503406	Arealva		Matrículas no  ET profissionalizante: 
35	3503505	Areias		Matrículas no  ET profissionalizante: 
36	3503604	Areiópolis		Matrículas no  ET profissionalizante: 
37	3503703	Ariranha		Matrículas no  ET profissionalizante: 
38	3503802	Artur Nogueira		Matrículas no  ET profissionalizante: 
39	3503901	Arujá		Matrículas no  ET profissionalizante: 
40	3504008	Assis		Matrículas no  ET profissionalizante: 
41	3504107	Atibaia		Matrículas no  ET profissionalizante: 
42	3504206	Auriflama		Matrículas no  ET profissionalizante: 
43	3504305	Avaí		Matrículas no  ET profissionalizante: 
44	3504404	Avanhandava		Matrículas no  ET profissionalizante: 
45	3504503	Avaré		Matrículas no  ET profissionalizante: 
46	3504602	Bady Bassitt		Matrículas no  ET profissionalizante: 
47	3504701	Balbinos		Matrículas no  ET profissionalizante: 
48	3504800	Bálsamo		Matrículas no  ET profissionalizante: 
49	3504909	Bananal		Matrículas no  ET profissionalizante: 
50	3505005	Barão de Antonina		Matrículas no  ET profissionalizante: 
51	3505104	Barbosa		Matrículas no  ET profissionalizante: 
52	3505203	Bariri		Matrículas no  ET profissionalizante: 
53	3505302	Barra Bonita		Matrículas no  ET profissionalizante: 
54	3505401	Barra do Turvo		Matrículas no  ET profissionalizante: 
55	3505500	Barretos		Matrículas no  ET profissionalizante: 
56	3505609	Barrinha		Matrículas no  ET profissionalizante: 
57	3505708	Barueri		Matrículas no  ET profissionalizante: 
58	3505807	Bastos		Matrículas no  ET profissionalizante: 
59	3505906	Batatais		Matrículas no  ET profissionalizante: 
60	3506003	Bauru		Matrículas no  ET profissionalizante: 
61	3506102	Bebedouro		Matrículas no  ET profissionalizante: 
62	3506201	Bento de Abreu		Matrículas no  ET profissionalizante: 
63	3506300	Bernardino de Campos		Matrículas no  ET profissionalizante: 
64	3506409	Bilac		Matrículas no  ET profissionalizante: 
65	3506508	Birigui		Matrículas no  ET profissionalizante: 
66	3506607	Biritiba Mirim		Matrículas no  ET profissionalizante: 
67	3506706	Boa Esperança do Sul		Matrículas no  ET profissionalizante: 
68	3506805	Bocaina		Matrículas no  ET profissionalizante: 
69	3506904	Bofete		Matrículas no  ET profissionalizante: 
70	3507001	Boituva		Matrículas no  ET profissionalizante: 
71	3507100	Bom Jesus dos Perdões		Matrículas no  ET profissionalizante: 
72	3507209	Borá		Matrículas no  ET profissionalizante: 
73	3507308	Boracéia		Matrículas no  ET profissionalizante: 
74	3507407	Borborema		Matrículas no  ET profissionalizante: 
75	3507506	Botucatu		Matrículas no  ET profissionalizante: 
76	3507605	Bragança Paulista		Matrículas no  ET profissionalizante: 
77	3507704	Braúna		Matrículas no  ET profissionalizante: 
78	3507803	Brodowski		Matrículas no  ET profissionalizante: 
79	3507902	Brotas		Matrículas no  ET profissionalizante: 
80	3508009	Buri		Matrículas no  ET profissionalizante: 
81	3508108	Buritama		Matrículas no  ET profissionalizante: 
82	3508207	Buritizal		Matrículas no  ET profissionalizante: 
83	3508306	Cabrália Paulista		Matrículas no  ET profissionalizante: 
84	3508405	Cabreúva		Matrículas no  ET profissionalizante: 
85	3508504	Caçapava		Matrículas no  ET profissionalizante: 
86	3508603	Cachoeira Paulista		Matrículas no  ET profissionalizante: 
87	3508702	Caconde		Matrículas no  ET profissionalizante: 
88	3508801	Cafelândia		Matrículas no  ET profissionalizante: 
89	3508900	Caiabu		Matrículas no  ET profissionalizante: 
90	3509007	Caieiras		Matrículas no  ET profissionalizante: 
91	3509106	Caiuá		Matrículas no  ET profissionalizante: 
92	3509205	Cajamar		Matrículas no  ET profissionalizante: 
93	3509304	Cajobi		Matrículas no  ET profissionalizante: 
94	3509403	Cajuru		Matrículas no  ET profissionalizante: 
95	3509502	Campinas		Matrículas no  ET profissionalizante: 
96	3509601	Campo Limpo Paulista		Matrículas no  ET profissionalizante: 
97	3509700	Campos do Jordão		Matrículas no  ET profissionalizante: 
98	3509809	Campos Novos Paulista		Matrículas no  ET profissionalizante: 
99	3509908	Cananéia		Matrículas no  ET profissionalizante: 
100	3510005	Cândido Mota		Matrículas no  ET profissionalizante: 
