id	ibge	localidade	valor	label
681	681	Região Metropolitana de São Paulo	1291318	População em Idade Escolar de 0 a 3 Anos: 1.291.318
682	682	Região Administrativa de Registro	22753	População em Idade Escolar de 0 a 3 Anos: 22.753
683	683	Região Administrativa de Santos	103070	População em Idade Escolar de 0 a 3 Anos: 103.070
684	684	Região Administrativa de São José dos Campos	141637	População em Idade Escolar de 0 a 3 Anos: 141.637
685	685	Região Administrativa de Sorocaba	182104	População em Idade Escolar de 0 a 3 Anos: 182.104
686	686	Região Administrativa de Campinas	350528	População em Idade Escolar de 0 a 3 Anos: 350.528
687	687	Região Administrativa de Ribeirão Preto	69777	População em Idade Escolar de 0 a 3 Anos: 69.777
688	688	Região Administrativa de Bauru	61428	População em Idade Escolar de 0 a 3 Anos: 61.428
689	689	Região Administrativa de São José do Rio Preto	72636	População em Idade Escolar de 0 a 3 Anos: 72.636
690	690	Região Administrativa de Araçatuba	39601	População em Idade Escolar de 0 a 3 Anos: 39.601
691	691	Região Administrativa de Presidente Prudente	48746	População em Idade Escolar de 0 a 3 Anos: 48.746
692	692	Região Administrativa de Marília	57208	População em Idade Escolar de 0 a 3 Anos: 57.208
693	693	Região Administrativa Central	52705	População em Idade Escolar de 0 a 3 Anos: 52.705
694	694	Região Administrativa de Barretos	24553	População em Idade Escolar de 0 a 3 Anos: 24.553
695	695	Região Administrativa de Franca	44413	População em Idade Escolar de 0 a 3 Anos: 44.413
