id	ibge	localidade	valor	label
681	681	Região Metropolitana de São Paulo	1174236	População de 0 a 3 Anos: 1.174.236
682	682	Região Administrativa de Registro	19442	População de 0 a 3 Anos: 19.442
683	683	Região Administrativa de Santos	96921	População de 0 a 3 Anos: 96.921
684	684	Região Administrativa de São José dos Campos	132405	População de 0 a 3 Anos: 132.405
685	685	Região Administrativa de Sorocaba	166856	População de 0 a 3 Anos: 166.856
686	686	Região Administrativa de Campinas	333953	População de 0 a 3 Anos: 333.953
687	687	Região Administrativa de Ribeirão Preto	67110	População de 0 a 3 Anos: 67.110
688	688	Região Administrativa de Bauru	57105	População de 0 a 3 Anos: 57.105
689	689	Região Administrativa de São José do Rio Preto	69331	População de 0 a 3 Anos: 69.331
690	690	Região Administrativa de Araçatuba	37605	População de 0 a 3 Anos: 37.605
691	691	Região Administrativa de Presidente Prudente	43962	População de 0 a 3 Anos: 43.962
692	692	Região Administrativa de Marília	52054	População de 0 a 3 Anos: 52.054
693	693	Região Administrativa Central	49900	População de 0 a 3 Anos: 49.900
694	694	Região Administrativa de Barretos	22637	População de 0 a 3 Anos: 22.637
695	695	Região Administrativa de Franca	40947	População de 0 a 3 Anos: 40.947
