id	ibge	localidade	valor	label
681	681	Região Metropolitana de São Paulo	2.2	Taxa de Abandono 5ª a 8ª Séries – Rede Municipal: 2,2
682	682	Região Administrativa de Registro	1.1	Taxa de Abandono 5ª a 8ª Séries – Rede Municipal: 1,1
683	683	Região Administrativa de Santos	1.5	Taxa de Abandono 5ª a 8ª Séries – Rede Municipal: 1,5
684	684	Região Administrativa de São José dos Campos	1.7	Taxa de Abandono 5ª a 8ª Séries – Rede Municipal: 1,7
685	685	Região Administrativa de Sorocaba	3.7	Taxa de Abandono 5ª a 8ª Séries – Rede Municipal: 3,7
686	686	Região Administrativa de Campinas	2.1	Taxa de Abandono 5ª a 8ª Séries – Rede Municipal: 2,1
687	687	Região Administrativa de Ribeirão Preto	2.3	Taxa de Abandono 5ª a 8ª Séries – Rede Municipal: 2,3
688	688	Região Administrativa de Bauru	1.7	Taxa de Abandono 5ª a 8ª Séries – Rede Municipal: 1,7
689	689	Região Administrativa de São José do Rio Preto	3.4	Taxa de Abandono 5ª a 8ª Séries – Rede Municipal: 3,4
690	690	Região Administrativa de Araçatuba	0.9	Taxa de Abandono 5ª a 8ª Séries – Rede Municipal: 0,9
691	691	Região Administrativa de Presidente Prudente	1.5	Taxa de Abandono 5ª a 8ª Séries – Rede Municipal: 1,5
692	692	Região Administrativa de Marília	3.5	Taxa de Abandono 5ª a 8ª Séries – Rede Municipal: 3,5
693	693	Região Administrativa Central	3.2	Taxa de Abandono 5ª a 8ª Séries – Rede Municipal: 3,2
694	694	Região Administrativa de Barretos	2.9	Taxa de Abandono 5ª a 8ª Séries – Rede Municipal: 2,9
695	695	Região Administrativa de Franca	4.1	Taxa de Abandono 5ª a 8ª Séries – Rede Municipal: 4,1
