id	ibge	localidade	valor	label
681	681	Região Metropolitana de São Paulo	272450	Demanda potencial de vagas em pré-escola: 272.450
682	682	Região Administrativa de Registro	3847	Demanda potencial de vagas em pré-escola: 3.847
683	683	Região Administrativa de Santos	23273	Demanda potencial de vagas em pré-escola: 23.273
684	684	Região Administrativa de São José dos Campos	31511	Demanda potencial de vagas em pré-escola: 31.511
685	685	Região Administrativa de Sorocaba	38319	Demanda potencial de vagas em pré-escola: 38.319
686	686	Região Administrativa de Campinas	81479	Demanda potencial de vagas em pré-escola: 81.479
687	687	Região Administrativa de Ribeirão Preto	16446	Demanda potencial de vagas em pré-escola: 16.446
688	688	Região Administrativa de Bauru	13150	Demanda potencial de vagas em pré-escola: 13.150
689	689	Região Administrativa de São José do Rio Preto	16571	Demanda potencial de vagas em pré-escola: 16.571
690	690	Região Administrativa de Araçatuba	8861	Demanda potencial de vagas em pré-escola: 8.861
691	691	Região Administrativa de Presidente Prudente	9653	Demanda potencial de vagas em pré-escola: 9.653
692	692	Região Administrativa de Marília	11654	Demanda potencial de vagas em pré-escola: 11.654
693	693	Região Administrativa Central	11830	Demanda potencial de vagas em pré-escola: 11.830
694	694	Região Administrativa de Barretos	5084	Demanda potencial de vagas em pré-escola: 5.084
695	695	Região Administrativa de Franca	9337	Demanda potencial de vagas em pré-escola: 9.337
