id	ibge	localidade	valor	label
1	3500105	Adamantina	1924	População em Idade Escolar de 11 a 14 Anos: 1.924
2	3500204	Adolfo	227	População em Idade Escolar de 11 a 14 Anos: 227
3	3500303	Aguaí	2157	População em Idade Escolar de 11 a 14 Anos: 2.157
4	3500402	Águas da Prata	431	População em Idade Escolar de 11 a 14 Anos: 431
5	3500501	Águas de Lindóia	1115	População em Idade Escolar de 11 a 14 Anos: 1.115
6	3500600	Águas de São Pedro	138	População em Idade Escolar de 11 a 14 Anos: 138
7	3500709	Agudos	2500	População em Idade Escolar de 11 a 14 Anos: 2.500
8	3500808	Alfredo Marcondes	218	População em Idade Escolar de 11 a 14 Anos: 218
9	3500907	Altair	262	População em Idade Escolar de 11 a 14 Anos: 262
10	3501004	Altinópolis	1099	População em Idade Escolar de 11 a 14 Anos: 1.099
11	3501103	Alto Alegre	239	População em Idade Escolar de 11 a 14 Anos: 239
12	3501202	Álvares Florence	233	População em Idade Escolar de 11 a 14 Anos: 233
13	3501301	Álvares Machado	1627	População em Idade Escolar de 11 a 14 Anos: 1.627
14	3501400	Álvaro de Carvalho	267	População em Idade Escolar de 11 a 14 Anos: 267
15	3501509	Alvinlândia	236	População em Idade Escolar de 11 a 14 Anos: 236
16	3501608	Americana	12074	População em Idade Escolar de 11 a 14 Anos: 12.074
17	3501707	Américo Brasiliense	2462	População em Idade Escolar de 11 a 14 Anos: 2.462
18	3501806	Américo de Campos	370	População em Idade Escolar de 11 a 14 Anos: 370
19	3501905	Amparo	3936	População em Idade Escolar de 11 a 14 Anos: 3.936
20	3502002	Analândia	270	População em Idade Escolar de 11 a 14 Anos: 270
21	3502101	Andradina	3412	População em Idade Escolar de 11 a 14 Anos: 3.412
22	3502200	Angatuba	1550	População em Idade Escolar de 11 a 14 Anos: 1.550
23	3502309	Anhembi	422	População em Idade Escolar de 11 a 14 Anos: 422
24	3502408	Anhumas	269	População em Idade Escolar de 11 a 14 Anos: 269
25	3502507	Aparecida	2269	População em Idade Escolar de 11 a 14 Anos: 2.269
26	3502606	Aparecida d'Oeste	295	População em Idade Escolar de 11 a 14 Anos: 295
27	3502705	Apiaí	2321	População em Idade Escolar de 11 a 14 Anos: 2.321
28	3502804	Araçatuba	10816	População em Idade Escolar de 11 a 14 Anos: 10.816
29	3502903	Araçoiaba da Serra	1901	População em Idade Escolar de 11 a 14 Anos: 1.901
30	3503000	Aramina	332	População em Idade Escolar de 11 a 14 Anos: 332
31	3503109	Arandu	498	População em Idade Escolar de 11 a 14 Anos: 498
32	3503208	Araraquara	11968	População em Idade Escolar de 11 a 14 Anos: 11.968
33	3503307	Araras	7444	População em Idade Escolar de 11 a 14 Anos: 7.444
34	3503406	Arealva	478	População em Idade Escolar de 11 a 14 Anos: 478
35	3503505	Areias	299	População em Idade Escolar de 11 a 14 Anos: 299
36	3503604	Areiópolis	825	População em Idade Escolar de 11 a 14 Anos: 825
37	3503703	Ariranha	533	População em Idade Escolar de 11 a 14 Anos: 533
38	3503802	Artur Nogueira	2972	População em Idade Escolar de 11 a 14 Anos: 2.972
39	3503901	Arujá	5616	População em Idade Escolar de 11 a 14 Anos: 5.616
40	3504008	Assis	5648	População em Idade Escolar de 11 a 14 Anos: 5.648
41	3504107	Atibaia	8565	População em Idade Escolar de 11 a 14 Anos: 8.565
42	3504206	Auriflama	836	População em Idade Escolar de 11 a 14 Anos: 836
43	3504305	Avaí	380	População em Idade Escolar de 11 a 14 Anos: 380
44	3504404	Avanhandava	759	População em Idade Escolar de 11 a 14 Anos: 759
45	3504503	Avaré	5377	População em Idade Escolar de 11 a 14 Anos: 5.377
46	3504602	Bady Bassitt	931	População em Idade Escolar de 11 a 14 Anos: 931
47	3504701	Balbinos	104	População em Idade Escolar de 11 a 14 Anos: 104
48	3504800	Bálsamo	467	População em Idade Escolar de 11 a 14 Anos: 467
