id	ibge	localidade	valor	label
681	681	Região Metropolitana de São Paulo		Taxa de Abandono 5ª a 8ª Séries – Rede Estadual: 
682	682	Região Administrativa de Registro		Taxa de Abandono 5ª a 8ª Séries – Rede Estadual: 
683	683	Região Administrativa de Santos		Taxa de Abandono 5ª a 8ª Séries – Rede Estadual: 
684	684	Região Administrativa de São José dos Campos		Taxa de Abandono 5ª a 8ª Séries – Rede Estadual: 
685	685	Região Administrativa de Sorocaba		Taxa de Abandono 5ª a 8ª Séries – Rede Estadual: 
686	686	Região Administrativa de Campinas		Taxa de Abandono 5ª a 8ª Séries – Rede Estadual: 
687	687	Região Administrativa de Ribeirão Preto		Taxa de Abandono 5ª a 8ª Séries – Rede Estadual: 
688	688	Região Administrativa de Bauru		Taxa de Abandono 5ª a 8ª Séries – Rede Estadual: 
689	689	Região Administrativa de São José do Rio Preto		Taxa de Abandono 5ª a 8ª Séries – Rede Estadual: 
690	690	Região Administrativa de Araçatuba		Taxa de Abandono 5ª a 8ª Séries – Rede Estadual: 
691	691	Região Administrativa de Presidente Prudente		Taxa de Abandono 5ª a 8ª Séries – Rede Estadual: 
692	692	Região Administrativa de Marília		Taxa de Abandono 5ª a 8ª Séries – Rede Estadual: 
693	693	Região Administrativa Central		Taxa de Abandono 5ª a 8ª Séries – Rede Estadual: 
694	694	Região Administrativa de Barretos		Taxa de Abandono 5ª a 8ª Séries – Rede Estadual: 
695	695	Região Administrativa de Franca		Taxa de Abandono 5ª a 8ª Séries – Rede Estadual: 
